"Column 0","ShipMethodID","ShipToAddressID","TerritoryID"
"43708","1","18427","10"
"43714","1","15169","10"
"43721","1","22146","10"
"43722","1","23990","10"
"43729","1","12420","10"
"43739","1","29262","10"
"43742","1","20966","10"
"43756","1","12565","10"
"43788","1","25489","10"
"43801","1","22676","10"
"43804","1","18048","10"
"43823","1","15988","10"
"43832","1","23837","10"
"43935","1","16643","10"
"43941","1","19186","10"
"43953","1","21405","10"
"43954","1","16657","10"
"43955","1","25143","10"
"43974","1","25873","10"
"43988","1","21821","10"
"44010","1","16926","10"
"44015","1","17306","10"
"44016","1","14898","10"
"44031","1","24291","10"
"44032","1","22782","10"
"44042","1","13496","10"
"44043","1","26729","10"
"44044","1","14914","10"
"44051","1","17906","10"
"44063","1","23429","10"
"44134","1","24945","10"
"44138","1","18488","10"
"44139","1","13887","10"
"44152","1","20502","10"
"44161","1","18045","10"
"44173","1","22246","10"
"44177","1","16744","10"
"44188","1","15754","10"
"44189","1","16407","10"
"44206","1","11546","10"
"44210","1","26209","10"
"44223","1","13169","10"
"44225","1","21035","10"
"44228","1","21300","10"
"44233","1","21709","10"
"44249","1","29500","10"
"44252","1","25026","10"
"44262","1","24325","10"
"44268","1","23820","10"
"44270","1","16176","10"
"44271","1","11454","10"
"44320","1","21464","10"
"44333","1","20041","10"
"44335","1","28808","10"
"44344","1","17000","10"
"44348","1","19326","10"
"44359","1","14909","10"
"44360","1","28150","10"
"44368","1","24815","10"
"44374","1","22425","10"
"44375","1","22317","10"
"44381","1","28185","10"
"44382","1","27268","10"
"44427","1","12373","10"
"44432","1","11730","10"
"44439","1","23704","10"
"44452","1","17009","10"
"44460","1","28141","10"
"44462","1","28385","10"
"44602","1","27324","10"
"44603","1","20136","10"
"44636","1","16399","10"
"44645","1","14467","10"
"44651","1","26535","10"
"44653","1","16731","10"
"44686","1","14486","10"
"44687","1","21147","10"
"44719","1","12779","10"
"44730","1","28261","10"
"44809","1","11665","10"
"44817","1","21782","10"
"44867","1","21733","10"
"44885","1","16430","10"
"44889","1","23454","10"
"44890","1","19661","10"
"44899","1","26971","10"
"44900","1","24071","10"
"44906","1","12796","10"
"44928","1","23486","10"
"44934","1","24316","10"
"44958","1","26992","10"
"44967","1","18694","10"
"44974","1","29223","10"
"45008","1","18261","10"
"45016","1","13417","10"
"45031","1","16775","10"
"45083","1","21538","10"
"45087","1","28036","10"
"45088","1","22577","10"
"45095","1","29302","10"
"45109","1","18383","10"
"45112","1","28273","10"
"45130","1","13535","10"
"45146","1","19504","10"
"45149","1","28648","10"
"45159","1","17631","10"
"45160","1","16688","10"
"45180","1","25365","10"
"45181","1","29545","10"
"45185","1","15548","10"
"45186","1","22216","10"
"45187","1","27897","10"
"45188","1","25528","10"
"45192","1","25604","10"
"45198","1","27382","10"
"45229","1","28203","10"
"45249","1","20157","10"
"45345","1","12718","10"
"45352","1","14977","10"
"45365","1","27775","10"
"45367","1","22413","10"
"45371","1","16090","10"
"45377","1","16542","10"
"45394","1","22053","10"
"45397","1","11901","10"
"45398","1","11449","10"
"45401","1","16060","10"
"45402","1","28165","10"
"45425","1","16120","10"
"45428","1","23819","10"
"45435","1","25321","10"
"45467","1","11572","10"
"45593","1","28580","10"
"45596","1","14567","10"
"45617","1","29566","10"
"45645","1","16150","10"
"45684","1","29126","10"
"45693","1","24276","10"
"45694","1","29811","10"
"45713","1","21365","10"
"45729","1","22823","10"
"45745","1","25831","10"
"45758","1","29184","10"
"45827","1","21507","10"
"45853","1","16546","10"
"45854","1","16534","10"
"45866","1","21129","10"
"45902","1","16873","10"
"45903","1","16976","10"
"45979","1","25673","10"
"45980","1","21721","10"
"46010","1","17082","10"
"46011","1","17918","10"
"46150","1","28755","10"
"46166","1","22927","10"
"46176","1","25167","10"
"46185","1","25700","10"
"46190","1","20912","10"
"46230","1","21231","10"
"46256","1","20603","10"
"46269","1","14017","10"
"46295","1","14329","10"
"46393","1","19905","10"
"46395","1","28142","10"
"46404","1","27090","10"
"46410","1","28581","10"
"46441","1","27538","10"
"46443","1","28190","10"
"46455","1","12493","10"
"46475","1","26716","10"
"46519","1","29650","10"
"46543","1","29878","10"
"46564","1","24721","10"
"46571","1","12015","10"
"46595","1","22394","10"
"46615","5","650","10"
"46669","5","664","10"
"46670","5","670","10"
"46686","1","23621","10"
"46703","1","24958","10"
"46709","1","18213","10"
"46719","1","17216","10"
"46721","1","21903","10"
"46739","1","23545","10"
"46750","1","23810","10"
"46759","1","11499","10"
"46769","1","12312","10"
"46777","1","16152","10"
"46778","1","13252","10"
"46779","1","12568","10"
"46845","1","17358","10"
"46848","1","20861","10"
"46862","1","15096","10"
"46863","1","25263","10"
"46864","1","12135","10"
"46872","1","25100","10"
"46885","1","23698","10"
"46889","1","21184","10"
"46891","1","27376","10"
"46905","1","16941","10"
"46910","1","14120","10"
"46920","1","14497","10"
"46939","5","641","10"
"47004","5","661","10"
"47006","5","655","10"
"47007","5","657","10"
"47009","5","658","10"
"47059","5","646","10"
"47060","5","666","10"
"47061","5","667","10"
"47062","5","673","10"
"47077","1","11469","10"
"47085","1","26064","10"
"47100","1","29612","10"
"47101","1","24144","10"
"47107","1","25399","10"
"47119","1","17894","10"
"47130","1","22016","10"
"47138","1","17749","10"
"47164","1","27203","10"
"47185","1","21376","10"
"47188","1","12362","10"
"47192","1","18133","10"
"47213","1","11418","10"
"47214","1","19284","10"
"47233","1","18405","10"
"47234","1","25468","10"
"47235","1","29188","10"
"47238","1","12171","10"
"47243","1","22501","10"
"47244","1","21813","10"
"47245","1","15716","10"
"47246","1","27666","10"
"47256","1","15148","10"
"47264","1","23150","10"
"47274","1","21341","10"
"47280","1","29603","10"
"47282","1","28528","10"
"47291","1","25015","10"
"47293","1","27777","10"
"47300","1","28033","10"
"47304","1","18543","10"
"47307","1","18771","10"
