"Column 0","ShipMethodID","ShipToAddressID","TerritoryID"
"43667","5","629","3"
"43670","5","810","3"
"43675","5","631","3"
"43690","5","801","3"
"43843","5","756","3"
"43871","5","1076","3"
"43874","5","562","3"
"43881","5","598","3"
"43884","5","11382","3"
"43899","5","600","3"
"43915","5","785","3"
"43916","5","1046","3"
"44076","5","620","3"
"44079","5","565","3"
"44096","5","774","3"
"44097","5","606","3"
"44105","5","609","3"
"44110","5","621","3"
"44118","5","11381","3"
"44125","5","586","3"
"44287","5","629","3"
"44289","5","810","3"
"44292","5","825","3"
"44296","5","631","3"
"44316","5","801","3"
"44482","5","573","3"
"44487","5","756","3"
"44503","5","776","3"
"44517","5","1076","3"
"44519","5","562","3"
"44528","5","598","3"
"44530","5","11382","3"
"44536","5","576","3"
"44543","5","566","3"
"44550","5","600","3"
"44568","5","785","3"
"44569","5","1046","3"
"44742","5","565","3"
"44758","5","606","3"
"44759","5","774","3"
"44767","5","609","3"
"44772","5","621","3"
"44780","5","11381","3"
"44785","5","571","3"
"44793","5","586","3"
"45045","5","629","3"
"45048","5","810","3"
"45051","5","825","3"
"45055","5","631","3"
"45071","5","801","3"
"45266","5","756","3"
"45281","5","776","3"
"45298","5","1076","3"
"45307","5","598","3"
"45308","5","11382","3"
"45326","5","600","3"
"45343","5","1046","3"
"45519","5","620","3"
"45520","5","565","3"
"45538","5","606","3"
"45539","5","774","3"
"45547","5","609","3"
"45550","5","621","3"
"45557","5","11381","3"
"45569","5","586","3"
"45785","5","629","3"
"45787","5","810","3"
"45791","5","825","3"
"45795","5","631","3"
"45812","5","801","3"
"46026","5","756","3"
"46040","5","776","3"
"46055","5","1076","3"
"46066","5","598","3"
"46067","5","11382","3"
"46078","5","576","3"
"46081","5","566","3"
"46087","5","600","3"
"46106","5","785","3"
"46107","5","1046","3"
"46325","5","565","3"
"46344","5","606","3"
"46346","5","774","3"
"46353","5","609","3"
"46358","5","621","3"
"46367","5","11381","3"
"46371","5","571","3"
"46378","5","586","3"
"46605","5","627","3"
"46621","5","825","3"
"46629","5","631","3"
"46651","5","579","3"
"46656","5","590","3"
"46662","5","826","3"
"46664","5","801","3"
"46671","5","1075","3"
"46931","5","756","3"
"46956","5","776","3"
"46968","5","795","3"
"46969","5","601","3"
"46979","5","594","3"
"46980","5","1076","3"
"46989","5","562","3"
"46999","5","806","3"
"47020","5","585","3"
"47022","5","566","3"
"47030","5","789","3"
"47041","5","1002","3"
"47063","5","1046","3"
"47064","5","633","3"
"47065","5","1080","3"
"47352","5","1012","3"
"47364","5","788","3"
"47378","5","595","3"
"47384","5","606","3"
"47393","5","612","3"
"47394","5","775","3"
"47409","5","621","3"
"47419","5","575","3"
"47426","5","11381","3"
"47428","5","563","3"
"47429","5","571","3"
"47440","5","634","3"
"47459","5","797","3"
"47659","5","627","3"
"47674","5","825","3"
"47683","5","631","3"
"47702","5","579","3"
"47707","5","590","3"
"47714","5","801","3"
"47716","5","826","3"
"47724","5","1075","3"
"47962","5","756","3"
"47987","5","776","3"
"47995","5","795","3"
"47996","5","601","3"
"48003","5","594","3"
"48004","5","1076","3"
"48013","5","562","3"
"48024","5","806","3"
"48044","5","566","3"
"48045","5","585","3"
"48065","5","1002","3"
"48089","5","1080","3"
"48091","5","633","3"
"48288","5","786","3"
"48292","5","1012","3"
"48305","5","788","3"
"48318","5","595","3"
"48325","5","606","3"
"48333","5","775","3"
"48334","5","612","3"
"48342","5","797","3"
"48349","5","621","3"
"48360","5","575","3"
"48367","5","563","3"
"48372","5","571","3"
"48379","5","634","3"
"48382","5","618","3"
"48731","5","627","3"
"48735","5","631","3"
"48748","5","579","3"
"48773","5","825","3"
"48785","5","801","3"
"48786","5","826","3"
"48791","5","1075","3"
"49040","5","756","3"
"49067","5","624","3"
"49077","5","576","3"
"49080","5","585","3"
"49093","5","601","3"
"49116","5","1076","3"
"49119","5","795","3"
"49128","5","776","3"
"49130","5","562","3"
"49131","5","1046","3"
"49135","5","789","3"
"49147","5","1002","3"
"49166","5","1080","3"
"49168","5","633","3"
"49447","5","786","3"
"49448","5","620","3"
"49455","5","788","3"
"49465","5","621","3"
"49475","5","583","3"
"49477","5","575","3"
"49492","5","1012","3"
"49499","5","595","3"
"49502","5","606","3"
"49512","5","775","3"
"49514","5","612","3"
"49529","5","563","3"
"49537","5","586","3"
"49542","5","634","3"
"49823","5","627","3"
"49837","5","631","3"
"49853","5","579","3"
"49859","5","825","3"
"49870","5","826","3"
"49880","5","590","3"
"49885","5","801","3"
"49893","5","1075","3"
"50189","5","756","3"
"50201","5","776","3"
"50211","5","795","3"
"50213","5","601","3"
"50219","5","594","3"
"50221","5","1076","3"
"50247","5","624","3"
"50255","5","566","3"
"50256","5","585","3"
"50274","5","562","3"
"50285","5","789","3"
"50304","5","1002","3"
"50319","5","1046","3"
"50320","5","633","3"
"50322","5","1080","3"
"50567","1","29491","3"
"50659","5","620","3"
"50661","5","1012","3"
"50675","5","595","3"
"50682","5","775","3"
"50690","5","797","3"
"50696","5","621","3"
"50705","5","575","3"
"50711","5","786","3"
"50712","5","606","3"
"50714","5","788","3"
"50731","5","617","3"
"50734","5","618","3"
"50742","5","563","3"
"50751","5","634","3"
"51085","5","627","3"
"51091","5","584","3"
"51105","5","631","3"
"51129","5","579","3"
"51140","5","826","3"
"51149","5","801","3"
"51151","5","1075","3"
"51691","5","756","3"
"51709","5","776","3"
"51716","5","599","3"
"51717","5","795","3"
"51719","5","794","3"
"51720","5","601","3"
"51730","5","1076","3"
"51731","5","594","3"
"51749","5","625","3"
"51777","5","585","3"
"51807","5","562","3"
"51813","5","1046","3"
"51822","5","1080","3"
"51828","5","1002","3"
"51862","5","789","3"
"51873","5","633","3"
"53454","5","1012","3"
"53471","5","788","3"
"53480","5","595","3"
"53499","5","775","3"
"53526","5","621","3"
"53548","5","606","3"
"53561","5","618","3"
"53582","5","1026","3"
"53587","5","617","3"
"53590","5","610","3"
"53591","5","563","3"
"53611","5","634","3"
"53612","5","604","3"
"55238","5","627","3"
"55242","5","584","3"
"55257","5","631","3"
"55294","5","826","3"
"55302","5","801","3"
"55314","5","579","3"
"55324","5","1075","3"
"56590","1","16952","3"
"57015","5","756","3"
"57037","5","601","3"
"57038","5","795","3"
"57040","5","794","3"
"57041","5","599","3"
"57049","5","1076","3"
"57052","5","594","3"
"57113","5","562","3"
"57116","5","625","3"
"57121","5","1002","3"
"57124","5","1046","3"
"57129","5","789","3"
"57148","5","585","3"
"57165","5","576","3"
"57186","5","1080","3"
"58620","1","13461","3"
"58906","5","1012","3"
"58921","5","788","3"
"58928","5","595","3"
"58944","5","775","3"
"58970","5","621","3"
"58996","5","606","3"
"59005","5","612","3"
"59009","5","586","3"
"59015","5","617","3"
"59016","5","1026","3"
"59025","5","604","3"
"59040","5","610","3"
"59051","5","563","3"
"59057","5","634","3"
"59058","5","618","3"
"60985","1","26076","3"
"61174","5","627","3"
"61189","5","631","3"
"61201","5","579","3"
"61206","5","629","3"
"61210","5","1075","3"
"61221","5","584","3"
"61234","5","801","3"
"61240","5","826","3"
"63123","5","756","3"
"63152","5","599","3"
"63160","5","1076","3"
"63162","5","562","3"
"63165","5","806","3"
"63183","5","585","3"
"63191","5","795","3"
"63193","5","794","3"
"63194","5","601","3"
"63205","5","594","3"
"63215","5","1046","3"
"63226","5","785","3"
"63257","5","1002","3"
"63286","5","789","3"
"63291","5","1080","3"
"63511","1","21398","3"
"64621","1","26424","3"
"65155","5","1012","3"
"65178","5","788","3"
"65195","5","775","3"
"65205","5","621","3"
"65215","5","606","3"
"65221","5","595","3"
"65261","5","1026","3"
"65281","5","610","3"
"65301","5","563","3"
"65309","5","617","3"
"65311","5","618","3"
"65313","5","604","3"
"65314","5","634","3"
"67262","5","627","3"
"67267","5","584","3"
"67280","5","631","3"
"67299","5","579","3"
"67327","5","826","3"
"67332","5","801","3"
"67347","5","1075","3"
"69393","5","756","3"
"69414","5","599","3"
"69416","5","795","3"
"69418","5","601","3"
"69424","5","594","3"
"69425","5","1076","3"
"69463","5","576","3"
"69468","5","585","3"
"69480","5","794","3"
"69492","5","625","3"
"69495","5","562","3"
"69503","5","1002","3"
"69547","5","789","3"
"69559","5","1046","3"
"69561","5","1080","3"
"69562","5","785","3"
"70618","1","22918","3"
"71714","1","16898","3"
"71779","5","1012","3"
"71798","5","788","3"
"71803","5","595","3"
"71819","5","775","3"
"71837","5","621","3"
"71864","5","606","3"
"71884","5","618","3"
