"Column 0","ShipMethodID","ShipToAddressID","TerritoryID"
"43673","5","821","2"
"43682","5","808","2"
"43687","5","783","2"
"43688","5","771","2"
"43851","5","816","2"
"43858","5","758","2"
"43870","5","765","2"
"43876","5","784","2"
"43878","5","770","2"
"43883","5","829","2"
"43907","5","792","2"
"43908","5","802","2"
"44074","5","778","2"
"44114","5","817","2"
"44117","5","769","2"
"44123","5","809","2"
"44129","5","760","2"
"44131","5","818","2"
"44280","5","777","2"
"44293","5","821","2"
"44303","5","782","2"
"44307","5","808","2"
"44311","5","783","2"
"44313","5","771","2"
"44491","5","772","2"
"44494","5","816","2"
"44502","5","758","2"
"44515","5","765","2"
"44522","5","784","2"
"44524","5","770","2"
"44531","5","829","2"
"44558","5","802","2"
"44559","5","792","2"
"44740","5","778","2"
"44778","5","817","2"
"44782","5","769","2"
"44784","5","768","2"
"44789","5","809","2"
"44797","5","760","2"
"44800","5","818","2"
"45053","5","821","2"
"45063","5","808","2"
"45067","5","783","2"
"45069","5","771","2"
"45271","5","772","2"
"45277","5","816","2"
"45285","5","758","2"
"45297","5","765","2"
"45302","5","784","2"
"45304","5","770","2"
"45309","5","829","2"
"45333","5","802","2"
"45335","5","792","2"
"45517","5","778","2"
"45556","5","817","2"
"45561","5","769","2"
"45562","5","768","2"
"45567","5","809","2"
"45573","5","818","2"
"45575","5","760","2"
"45793","5","821","2"
"45803","5","808","2"
"45807","5","783","2"
"45809","5","771","2"
"46027","5","772","2"
"46036","5","816","2"
"46043","5","758","2"
"46054","5","765","2"
"46059","5","784","2"
"46061","5","770","2"
"46068","5","829","2"
"46095","5","792","2"
"46097","5","802","2"
"46324","5","778","2"
"46363","5","817","2"
"46368","5","769","2"
"46369","5","768","2"
"46376","5","809","2"
"46385","5","760","2"
"46386","5","818","2"
"46610","5","767","2"
"46620","5","821","2"
"46633","5","820","2"
"46640","5","782","2"
"46655","5","800","2"
"46659","5","771","2"
"46666","5","780","2"
"46934","5","772","2"
