"Column 0","ShipMethodID","ShipToAddressID","TerritoryID"
"43661","5","517","6"
"43662","5","482","6"
"43668","5","529","6"
"43672","5","464","6"
"43674","5","458","6"
"43677","5","556","6"
"43679","5","525","6"
"43697","1","23148","6"
"43769","1","12365","6"
"43800","1","16244","6"
"43803","1","17092","6"
"43833","1","16752","6"
"43835","1","17401","6"
"43836","1","19261","6"
"43844","5","503","6"
"43846","5","498","6"
"43847","5","480","6"
"43850","5","476","6"
"43852","5","539","6"
"43853","5","446","6"
"43854","5","478","6"
"43855","5","462","6"
"43856","5","509","6"
"43857","5","534","6"
"43868","5","523","6"
"43879","5","540","6"
"43880","5","501","6"
"43882","5","500","6"
"43886","5","497","6"
"43888","5","466","6"
"43889","5","553","6"
"43890","5","504","6"
"43891","5","449","6"
"43893","5","505","6"
"43898","5","459","6"
"43918","1","18086","6"
"43972","1","25027","6"
"43995","1","13493","6"
"44005","1","16299","6"
"44022","1","21025","6"
"44023","1","12371","6"
"44027","1","13324","6"
"44064","1","24246","6"
"44070","1","13311","6"
"44077","5","473","6"
"44081","5","463","6"
"44082","5","452","6"
"44083","5","548","6"
"44084","5","537","6"
"44085","5","470","6"
"44086","5","555","6"
"44094","5","472","6"
"44103","5","471","6"
"44104","5","528","6"
"44111","5","520","6"
"44112","5","544","6"
"44136","1","13829","6"
"44142","1","21149","6"
"44218","1","25548","6"
"44235","1","19103","6"
"44261","1","18214","6"
"44282","5","517","6"
"44283","5","482","6"
"44288","5","529","6"
"44294","5","464","6"
"44295","5","458","6"
"44298","5","556","6"
"44300","5","525","6"
"44403","1","28592","6"
"44436","1","16443","6"
"44441","1","18824","6"
"44464","1","29616","6"
"44466","1","14085","6"
"44484","5","503","6"
"44485","5","510","6"
"44486","5","498","6"
"44490","5","480","6"
"44495","5","446","6"
"44496","5","476","6"
"44497","5","478","6"
"44498","5","462","6"
"44499","5","509","6"
"44504","5","534","6"
"44512","5","523","6"
"44525","5","540","6"
"44526","5","501","6"
"44527","5","500","6"
"44529","5","535","6"
"44533","5","497","6"
"44534","5","504","6"
"44535","5","466","6"
"44537","5","467","6"
"44539","5","553","6"
"44542","5","449","6"
"44547","5","459","6"
"44560","5","533","6"
"44588","1","17148","6"
"44677","1","13430","6"
"44678","1","14361","6"
"44694","1","16997","6"
"44695","1","27309","6"
"44699","1","19448","6"
"44713","1","16371","6"
"44715","1","18849","6"
"44716","1","15885","6"
"44721","1","27039","6"
"44744","5","473","6"
"44745","5","463","6"
"44746","5","452","6"
"44747","5","548","6"
"44749","5","470","6"
"44750","5","555","6"
"44765","5","471","6"
"44766","5","528","6"
"44773","5","520","6"
"44774","5","544","6"
"44811","1","25139","6"
"44851","1","24191","6"
"44853","1","18094","6"
"44855","1","20282","6"
"44892","1","20805","6"
"44937","1","13975","6"
"44957","1","27064","6"
"44960","1","12330","6"
"44969","1","28006","6"
"44983","1","16978","6"
"45011","1","11821","6"
"45038","5","517","6"
"45039","5","482","6"
"45047","5","529","6"
"45052","5","464","6"
"45054","5","458","6"
"45057","5","556","6"
"45058","5","525","6"
"45081","1","13365","6"
"45094","1","22445","6"
"45101","1","25189","6"
"45105","1","24835","6"
"45106","1","21211","6"
"45108","1","18667","6"
"45123","1","29790","6"
"45134","1","14098","6"
"45142","1","11931","6"
"45165","1","12808","6"
"45193","1","29511","6"
"45208","1","15405","6"
"45219","1","20643","6"
"45221","1","12169","6"
"45252","1","22507","6"
"45268","5","498","6"
"45269","5","503","6"
"45272","5","480","6"
"45276","5","446","6"
"45278","5","476","6"
"45279","5","478","6"
"45280","5","462","6"
"45282","5","509","6"
"45284","5","534","6"
"45293","5","523","6"
"45305","5","540","6"
"45306","5","501","6"
"45310","5","500","6"
"45313","5","497","6"
"45314","5","466","6"
"45315","5","504","6"
"45316","5","467","6"
"45319","5","449","6"
"45323","5","459","6"
"45346","1","27596","6"
"45353","1","14248","6"
"45355","1","18118","6"
"45358","1","19780","6"
"45360","1","15453","6"
"45361","1","17518","6"
"45374","1","14174","6"
"45378","1","11961","6"
"45379","1","17733","6"
"45381","1","14182","6"
"45384","1","24390","6"
"45403","1","15827","6"
"45405","1","13841","6"
"45411","1","21050","6"
"45412","1","29383","6"
"45415","1","19917","6"
"45416","1","12543","6"
"45417","1","23793","6"
"45422","1","24174","6"
"45423","1","15130","6"
"45424","1","17962","6"
"45429","1","15665","6"
"45430","1","18589","6"
"45431","1","26693","6"
"45436","1","27864","6"
"45437","1","24120","6"
"45450","1","22312","6"
"45454","1","28245","6"
"45456","1","14929","6"
"45457","1","15801","6"
"45461","1","21076","6"
"45462","1","22124","6"
"45468","1","14795","6"
"45469","1","27044","6"
"45470","1","15326","6"
"45484","1","23079","6"
"45490","1","14331","6"
"45491","1","27124","6"
"45496","1","28815","6"
"45497","1","13733","6"
"45498","1","21793","6"
"45499","1","19525","6"
"45502","1","26066","6"
"45503","1","11671","6"
"45510","1","28144","6"
"45514","1","26030","6"
"45522","5","473","6"
"45524","5","463","6"
"45525","5","548","6"
"45526","5","452","6"
"45527","5","470","6"
"45529","5","555","6"
"45537","5","472","6"
"45545","5","471","6"
"45546","5","528","6"
"45552","5","520","6"
"45553","5","544","6"
