"Column 0","ShipMethodID","ShipToAddressID","TerritoryID"
"43664","5","876","1"
"43665","5","849","1"
"43669","5","895","1"
"43671","5","855","1"
"43683","5","889","1"
"43686","5","871","1"
"43699","1","19613","1"
"43711","1","18404","1"
"43718","1","25346","1"
"43723","1","12708","1"
"43733","1","24572","1"
"43734","1","23224","1"
"43741","1","13036","1"
"43748","1","16663","1"
"43749","1","17878","1"
"43754","1","18700","1"
"43768","1","24209","1"
"43770","1","21039","1"
"43789","1","21950","1"
"43790","1","21871","1"
"43805","1","26084","1"
"43814","1","21939","1"
"43824","1","11804","1"
"43828","1","13129","1"
"43839","1","20037","1"
"43848","5","851","1"
"43849","5","1104","1"
"43860","5","832","1"
"43866","5","864","1"
"43867","5","848","1"
"43869","5","1099","1"
"43877","5","840","1"
"43894","5","892","1"
"43895","5","884","1"
"43909","5","869","1"
"43911","5","880","1"
"43914","5","1054","1"
"43917","5","857","1"
"43967","1","25586","1"
"43978","1","25351","1"
"43979","1","12682","1"
"43983","1","27287","1"
"43990","1","17167","1"
"43999","1","19357","1"
"44008","1","25531","1"
"44009","1","16988","1"
"44017","1","26037","1"
"44018","1","26090","1"
"44046","1","20990","1"
"44057","1","11705","1"
"44061","1","15624","1"
"44062","1","19623","1"
"44075","5","843","1"
"44078","5","863","1"
"44100","5","1036","1"
"44109","5","842","1"
"44121","5","1017","1"
"44126","5","835","1"
"44154","1","19903","1"
"44156","1","24851","1"
"44160","1","20498","1"
"44166","1","25932","1"
"44169","1","24810","1"
"44179","1","18379","1"
"44215","1","25997","1"
"44217","1","22617","1"
"44229","1","28792","1"
"44236","1","16349","1"
"44242","1","28872","1"
"44254","1","22418","1"
"44259","1","21975","1"
"44260","1","12481","1"
"44284","5","849","1"
"44285","5","876","1"
"44291","5","895","1"
"44308","5","889","1"
"44312","5","871","1"
"44321","1","14070","1"
"44331","1","27653","1"
"44336","1","23775","1"
"44342","1","28132","1"
"44352","1","18394","1"
"44363","1","19591","1"
"44378","1","20717","1"
"44394","1","17298","1"
"44395","1","24805","1"
"44399","1","14067","1"
"44429","1","15587","1"
"44433","1","15033","1"
"44435","1","15843","1"
"44442","1","13883","1"
"44448","1","29096","1"
"44451","1","12858","1"
"44457","1","23850","1"
"44458","1","25917","1"
"44465","1","14713","1"
"44473","1","26353","1"
"44483","5","862","1"
"44489","5","851","1"
"44492","5","1104","1"
"44501","5","832","1"
