"Column 0","ShipMethodID","ShipToAddressID","TerritoryID"
"43663","5","1073","4"
"43666","5","1074","4"
"43678","5","1021","4"
"43680","5","1069","4"
"43689","5","578","4"
"43691","5","592","4"
"43692","5","1024","4"
"43700","1","20278","4"
"43702","1","22584","4"
"43706","1","13264","4"
"43707","1","20923","4"
"43713","1","11855","4"
"43719","1","13854","4"
"43726","1","25989","4"
"43728","1","20616","4"
"43730","1","23733","4"
"43747","1","27241","4"
"43755","1","21785","4"
"43758","1","14400","4"
"43762","1","19011","4"
"43771","1","21657","4"
"43784","1","12491","4"
"43795","1","12290","4"
"43812","1","13852","4"
"43820","1","24200","4"
"43821","1","24836","4"
"43822","1","20019","4"
"43829","1","24776","4"
"43838","1","16330","4"
"43859","5","1032","4"
"43863","5","611","4"
"43864","5","1052","4"
"43865","5","596","4"
"43872","5","1028","4"
"43873","5","1001","4"
"43885","5","1070","4"
"43892","5","1015","4"
"43896","5","588","4"
"43897","5","1040","4"
"43901","5","1053","4"
"43904","5","587","4"
"43906","5","593","4"
"43912","5","1056","4"
"43913","5","564","4"
"43920","1","27151","4"
"43923","1","28877","4"
"43930","1","28267","4"
"43936","1","26957","4"
"43943","1","19488","4"
"43949","1","19937","4"
"43950","1","20434","4"
"43957","1","12047","4"
"43961","1","19605","4"
"43962","1","26676","4"
"43968","1","28431","4"
"43969","1","21890","4"
"43973","1","13444","4"
"43976","1","18656","4"
"43986","1","24410","4"
"43987","1","28003","4"
"43989","1","29742","4"
"43994","1","20835","4"
"43996","1","28195","4"
"43997","1","26341","4"
"44000","1","21592","4"
"44001","1","24719","4"
"44002","1","16629","4"
"44004","1","26326","4"
"44014","1","17086","4"
"44038","1","21186","4"
"44047","1","28360","4"
"44065","1","13473","4"
"44066","1","25529","4"
"44080","5","1062","4"
"44087","5","1004","4"
"44088","5","1094","4"
"44089","5","1007","4"
"44090","5","605","4"
"44091","5","1079","4"
"44092","5","589","4"
"44093","5","569","4"
"44095","5","1085","4"
"44099","5","28","4"
"44107","5","630","4"
"44108","5","1048","4"
"44113","5","1020","4"
"44115","5","1049","4"
"44119","5","1097","4"
"44120","5","567","4"
"44124","5","559","4"
"44127","5","1091","4"
"44135","1","19928","4"
"44143","1","27521","4"
"44148","1","13886","4"
"44153","1","17718","4"
"44155","1","27306","4"
"44159","1","12930","4"
"44162","1","14339","4"
"44163","1","21205","4"
"44164","1","20517","4"
"44170","1","29015","4"
"44171","1","18368","4"
"44172","1","19055","4"
"44178","1","29607","4"
"44183","1","16161","4"
"44186","1","16797","4"
"44193","1","12364","4"
"44197","1","11779","4"
"44198","1","14655","4"
"44202","1","22092","4"
"44203","1","27487","4"
"44204","1","14800","4"
"44207","1","23977","4"
"44208","1","29280","4"
"44211","1","11992","4"
"44212","1","20275","4"
"44219","1","16112","4"
"44224","1","15852","4"
"44234","1","21579","4"
"44241","1","12601","4"
"44250","1","15037","4"
"44251","1","18248","4"
"44253","1","25136","4"
"44255","1","17187","4"
"44269","1","18221","4"
"44273","1","21845","4"
"44274","1","23688","4"
"44281","5","1073","4"
"44286","5","1074","4"
"44290","5","1051","4"
"44299","5","1021","4"
"44301","5","1069","4"
"44314","5","578","4"
"44315","5","592","4"
"44317","5","1024","4"
"44327","1","22765","4"
"44330","1","20591","4"
"44334","1","19059","4"
"44341","1","15005","4"
"44345","1","29819","4"
"44346","1","17017","4"
"44349","1","23987","4"
"44350","1","21440","4"
"44351","1","25395","4"
"44353","1","13894","4"
"44354","1","17669","4"
"44362","1","25556","4"
"44369","1","15840","4"
"44377","1","25441","4"
"44383","1","18794","4"
"44384","1","14740","4"
"44385","1","18391","4"
"44386","1","13429","4"
"44396","1","13828","4"
"44397","1","19153","4"
"44400","1","28677","4"
"44404","1","20310","4"
"44405","1","22213","4"
"44406","1","15475","4"
"44410","1","21156","4"
"44411","1","18895","4"
"44414","1","22999","4"
"44415","1","23658","4"
"44423","1","14903","4"
"44428","1","18557","4"
"44434","1","14830","4"
"44449","1","17579","4"
"44450","1","21824","4"
"44459","1","12895","4"
"44474","1","14321","4"
"44480","1","27515","4"
"44481","5","1070","4"
"44500","5","1032","4"
"44505","5","1052","4"
"44508","5","611","4"
"44509","5","596","4"
"44520","5","1001","4"
"44521","5","1028","4"
"44538","5","1015","4"
"44544","5","1040","4"
"44545","5","588","4"
"44546","5","1041","4"
"44548","5","1077","4"
"44551","5","1053","4"
"44556","5","593","4"
"44557","5","587","4"
"44564","5","1056","4"
"44566","5","564","4"
"44573","1","14778","4"
"44578","1","20364","4"
"44579","1","24139","4"
"44587","1","12780","4"
"44592","1","25236","4"
"44593","1","25842","4"
"44605","1","13177","4"
"44607","1","15160","4"
"44612","1","25607","4"
"44614","1","21182","4"
"44625","1","28904","4"
"44630","1","13011","4"
"44631","1","28834","4"
"44638","1","20687","4"
"44648","1","26605","4"
"44649","1","21368","4"
"44654","1","28292","4"
"44660","1","20248","4"
"44661","1","23958","4"
"44666","1","17791","4"
"44667","1","25985","4"
"44668","1","11521","4"
"44669","1","28318","4"
"44674","1","16987","4"
"44682","1","11819","4"
"44683","1","18953","4"
"44684","1","23593","4"
"44693","1","24205","4"
"44707","1","26762","4"
"44708","1","23078","4"
"44710","1","15015","4"
"44717","1","28626","4"
"44725","1","20326","4"
"44726","1","16008","4"
"44735","1","18211","4"
"44748","5","619","4"
"44751","5","1079","4"
"44752","5","1007","4"
"44753","5","1004","4"
"44754","5","605","4"
"44755","5","589","4"
"44756","5","569","4"
"44757","5","1085","4"
"44760","5","28","4"
"44768","5","630","4"
"44770","5","1048","4"
"44776","5","1020","4"
"44777","5","1049","4"
"44781","5","1102","4"
"44783","5","1097","4"
"44787","5","567","4"
"44790","5","1043","4"
"44791","5","559","4"
"44795","5","1091","4"
"44804","1","15198","4"
"44805","1","18628","4"
"44810","1","29362","4"
"44812","1","11919","4"
"44818","1","27886","4"
"44828","1","23805","4"
"44832","1","12819","4"
"44833","1","29002","4"
"44834","1","21541","4"
"44840","1","27900","4"
"44843","1","28388","4"
"44844","1","16404","4"
"44852","1","29220","4"
"44854","1","27974","4"
"44872","1","14388","4"
"44873","1","17843","4"
"44875","1","27328","4"
"44876","1","16201","4"
"44877","1","15834","4"
"44886","1","13405","4"
"44891","1","13524","4"
"44894","1","28347","4"
"44895","1","27707","4"
"44908","1","12597","4"
"44909","1","26606","4"
"44910","1","24632","4"
"44911","1","15071","4"
"44912","1","13928","4"
"44920","1","24711","4"
"44930","1","19804","4"
"44950","1","25171","4"
"44951","1","29384","4"
"44952","1","20673","4"
"44954","1","16296","4"
"44959","1","24367","4"
"44961","1","15704","4"
"44962","1","20992","4"
"44963","1","15172","4"
"44964","1","23910","4"
"44965","1","28709","4"
"44977","1","29621","4"
"44978","1","25938","4"
"44982","1","28285","4"
"44984","1","14097","4"
"44990","1","23246","4"
"44994","1","16622","4"
"44995","1","15047","4"
"44998","1","27605","4"
"45003","1","16270","4"
"45004","1","18245","4"
"45005","1","28595","4"
"45025","1","16757","4"
"45033","1","22798","4"
"45036","1","28851","4"
"45040","5","1073","4"
"45044","5","1074","4"
"45046","5","1051","4"
"45059","5","1069","4"
"45060","5","1021","4"
"45070","5","578","4"
"45072","5","592","4"
"45073","5","1064","4"
"45074","5","1024","4"
"45079","1","14787","4"
"45084","1","28744","4"
"45089","1","19709","4"
"45090","1","19322","4"
"45097","1","15819","4"
"45102","1","13152","4"
"45104","1","21476","4"
"45107","1","21216","4"
"45113","1","14034","4"
"45115","1","19608","4"
"45122","1","26041","4"
"45132","1","27153","4"
"45135","1","17002","4"
"45141","1","24994","4"
"45143","1","19240","4"
"45147","1","21435","4"
"45161","1","19099","4"
"45173","1","23031","4"
"45174","1","17391","4"
"45175","1","22480","4"
"45194","1","16576","4"
"45200","1","17832","4"
"45201","1","28202","4"
"45207","1","21633","4"
"45209","1","25643","4"
"45210","1","21441","4"
"45216","1","25097","4"
"45225","1","24894","4"
"45226","1","14217","4"
"45241","1","11430","4"
"45253","1","29615","4"
"45254","1","24658","4"
"45256","1","21778","4"
"45262","1","16125","4"
"45286","5","1032","4"
"45287","5","611","4"
"45290","5","1052","4"
"45291","5","596","4"
"45299","5","1028","4"
"45301","5","1001","4"
"45311","5","1070","4"
"45317","5","1015","4"
"45321","5","1040","4"
"45322","5","588","4"
"45324","5","1077","4"
"45325","5","1041","4"
"45328","5","1053","4"
"45332","5","587","4"
"45334","5","593","4"
"45339","5","1056","4"
