"Column 0","ShipMethodID","ShipToAddressID","TerritoryID"
"43701","1","20425","9"
"43703","1","23967","9"
"43704","1","16025","9"
"43705","1","27345","9"
"43709","1","13951","9"
"43710","1","25446","9"
"43715","1","28213","9"
"43716","1","23557","9"
"43717","1","11809","9"
"43724","1","25572","9"
"43727","1","15502","9"
"43731","1","14019","9"
"43732","1","21635","9"
"43735","1","25384","9"
"43736","1","20336","9"
"43740","1","28420","9"
"43743","1","12909","9"
"43744","1","12423","9"
"43745","1","25018","9"
"43746","1","28214","9"
"43753","1","19434","9"
"43757","1","11541","9"
"43760","1","11694","9"
"43761","1","24449","9"
"43763","1","13961","9"
"43764","1","18740","9"
"43765","1","15412","9"
"43766","1","26446","9"
"43767","1","14489","9"
"43772","1","15700","9"
"43773","1","19998","9"
"43774","1","20184","9"
"43775","1","14561","9"
"43777","1","24873","9"
"43778","1","16433","9"
"43779","1","20850","9"
"43781","1","22857","9"
"43782","1","13386","9"
"43783","1","26601","9"
"43791","1","11580","9"
"43792","1","14105","9"
"43793","1","22601","9"
"43794","1","24713","9"
"43797","1","11578","9"
"43798","1","17493","9"
"43799","1","23813","9"
"43806","1","26735","9"
"43809","1","12891","9"
"43810","1","20971","9"
"43811","1","11877","9"
"43815","1","15915","9"
"43816","1","21277","9"
"43817","1","12674","9"
"43818","1","16539","9"
"43819","1","15264","9"
"43825","1","16955","9"
"43826","1","23743","9"
"43827","1","27524","9"
"43830","1","18564","9"
"43831","1","24158","9"
"43837","1","29335","9"
"43842","1","18492","9"
"43921","1","18516","9"
"43925","1","28478","9"
"43926","1","18542","9"
"43927","1","26702","9"
"43928","1","14404","9"
"43929","1","25405","9"
"43932","1","26403","9"
"43933","1","22987","9"
"43934","1","18711","9"
"43937","1","24245","9"
"43938","1","15337","9"
"43939","1","21292","9"
"43940","1","17574","9"
"43942","1","14866","9"
"43944","1","18844","9"
"43945","1","19751","9"
"43946","1","23516","9"
"43947","1","14056","9"
"43948","1","21998","9"
"43951","1","14933","9"
"43952","1","24077","9"
